id,name,key,text
1,error_msg,NO_ERROR_MESSAGE,성공하였습니다.
2,error_msg,INTERNAL_ERROR,사용 조건이 맞지 않습니다.
3,error_msg,NO_PERM,권한이 없습니다.
4,error_msg,NO_INTERACTION_AVAILABLE,사용할 수 없습니다.
5,error_msg,ALREADY_INTERACTING_SOMEONE_ELSE,대상을 다른 사람이 먼저 사용하였습니다.
6,error_msg,NOT_NEAR_TO_TARGET,대상과 떨어져 있습니다.
7,error_msg,NO_PERMISSION_TO_LOOT,소유권이 없습니다.
8,error_msg,CANNOT_HARVEST_YET,아직 수확할 수 없습니다.
9,error_msg,WATER_ITEM_NEEDED,물이 없습니다.
10,error_msg,LABOR_POWER_NEEDED,노동력이 없습니다.
11,error_msg,SEED_ITEM_NEEDED,씨앗이 없습니다.
12,error_msg,NEED_TO_LEARN_INTERACTION,먼저 사용법을 익혀야 합니다.
13,error_msg,NEED_ITEM_TO_INTERACT,사용할 아이템이 있어야 합니다.
14,error_msg,NEED_QUEST_TO_INTERACT,사용할 수 있는 퀘스트 수행 중이 아닙니다.
15,error_msg,INTERACTION_RECOVER_PARENT,위에 있는 아이템을 먼저 회수해야 합니다.
16,error_msg,ON_LOOT_ACTION,먼저 아이템을 획득해야 합니다.
17,error_msg,LOOT_ITEM_CREATE,획득 아이템 생성에 실패하였습니다.
18,error_msg,FEED_MAX,배가 부른 상태입니다.
19,error_msg,INVALID_TARGET,유효하지 않은 대상입니다.
20,error_msg,ALREADY_REQUESTED,이미 요청하였습니다.
21,error_msg,MONEY_LOCKED,서버가 바쁘니 잠시 후에 다시 시도하세요.
22,error_msg,ITEM_LOCKED,서버가 바쁘니 잠시 후에 다시 시도하세요.
23,error_msg,ITEM_PICKUP_LIMIT,해당 아이템을 더 이상 가질 수 없습니다.
24,error_msg,ITEM_FAILED_REPAIR,아이템 수리에 실패하였습니다.
25,error_msg,ITEM_CANNOT_USE,사용할 수 없는 아이템입니다.
26,error_msg,BAG_FULL,가방이 가득 찼습니다.
27,error_msg,NOT_ENOUGH_MONEY,돈이 부족합니다.
28,error_msg,NOT_ENOUGH_ITEM,아이템이 부족합니다.
29,error_msg,NOT_ENOUGH_FRIENDSHIP,우호도가 부족합니다.
30,error_msg,NOT_ENOUGH_LABOR_POWER,노동력이 부족합니다.
31,error_msg,ITEM_UPDATE_FAIL,아이템 강화에 실패하였습니다.
32,error_msg,FACTION_DUPLICATE_NAME,중복된 이름으로 세력을 생성하는데 실패하였습니다.
33,error_msg,FACTION_RIGHTS,세력 내에서 권한이 없습니다.
34,error_msg,FACTION_CREATE,세력을 생성하는데 실패하였습니다.
35,error_msg,FACTION_CREATE_INVALID_NAME,유효하지 않은 이름입니다. 한글/영어로 최대 21자까지 가능합니다.
36,error_msg,FACTION_CREATE_IN_SUB,본국 세력만이 새로운 세력을 생성할 수 있습니다.
37,error_msg,FACTION_CREATE_REPORT_TO_BOSS,본국의 허가를 받았습니까?
38,error_msg,FACTION_CREATE_OWNER,세력의 수장은 다른 세력을 생성할 수 없습니다.
39,error_msg,FACTION_SEPARATE,세력 독립에 실패하였습니다.
40,error_msg,FACTION_SEPARATE_MOTHER,본국 세력을 독립시킬 수 없습니다.
41,error_msg,FACTION_SEPARATE_RIGHTS,세력을 독립시킬 권한이 없습니다.
42,error_msg,FACTION_SUBMIT,세력을 항복시키는데 실패하였습니다.
43,error_msg,FACTION_SUBMIT_SELF,자신의 세력에 항복할 수 없습니다.
44,error_msg,FACTION_SUBMIT_CHILD,자신의 본국 세력에 항복할 수 없습니다.
45,error_msg,FACTION_SUBMIT_MOTHER,자신의 영주국 세력에 항복할 수 없습니다.
46,error_msg,FACTION_SUBMIT_RIGHTS,당신은 세력을 제공할 권한이 없습니다.
47,error_msg,FACTION_DISMISS,세력을 해산하는데 실패하였습니다.
48,error_msg,FACTION_DISMISS_MOTHER,당신은 본국 세력을 해산할 수 없습니다.
49,error_msg,FACTION_DISMISS_RIGHTS,당신은 세력을 해산할 권한이 없습니다.
50,error_msg,FACTION_INVITE,세력에 초대할 수 없습니다.
51,error_msg,FACTION_INVITE_OFFLINE,접속하지 않은 자를 초대할 수 없습니다.
52,error_msg,FACTION_INVITE_RIGHTS,초대할 권한이 없습니다.
53,error_msg,FACTION_INVITE_SELF,자신을 초대할 수 없습니다.
54,error_msg,FACTION_INVITE_SAME,이미 세력에 소속된 자입니다.
55,error_msg,FACTION_INVITE_OTHER_RIGHTS,세력의 수장을 초대할 수 없습니다.
56,error_msg,FACTION_INVITE_OTHER,다른 국가의 세력에 소속된 대상은 초대가 불가능합니다.
57,error_msg,FACTION_INVITE_REJECTED,초대가 거절되었습니다.
58,error_msg,FACTION_JOIN,세력 참가에 실패하였습니다.
59,error_msg,FACTION_JOIN_NO_INVITOR,초대자가 없습니다.
60,error_msg,FACTION_LEAVE,세력을 떠날 수 없습니다.
61,error_msg,FACTION_LEAVE_MOTHER,본국 세력을 떠날 수 없습니다.
62,error_msg,FACTION_LEAVE_OWNED,수장은 세력을 떠날 수 없습니다.
63,error_msg,FACTION_KICK,추방할 수 없습니다.
64,error_msg,FACTION_KICK_MOTHER,본국 세력에 속한 자를 추방할 수 없습니다.
65,error_msg,FACTION_KICK_RIGHTS,추방할 권한이 없습니다.
66,error_msg,FACTION_KICK_SELF,자신을 추방할 수 없습니다.
67,error_msg,FACTION_KICK_OWNER,본국 수장을 추방할 수 없습니다.
68,error_msg,FACTION_KICK_NON_MEMBER,다른 세력에 속한 자를 추방할 수 없습니다.
69,error_msg,FACTION_KICK_OFFLINE,접속하지 않은 자를 추방할 수 없습니다.
70,error_msg,FACTION_IMMIGRATE,이주시킬 수 없습니다.
71,error_msg,FACTION_CHANGE_MEMBER_ROLE_RIGHTS,구성원의 역할을 바꾸는데 실패하였습니다.
72,error_msg,TEAM_LOADING,불러오는 중입니다.
73,error_msg,TEAM_NO_RIGHTS,권한이 없습니다.
74,error_msg,TEAM_FULL,더이상 구성원을 받을 수 없습니다.
75,error_msg,TEAM_FULL_OFFICERS,더 이상 공격대장을 받을 수 없습니다.
76,error_msg,TEAM_INVITEE_MEMBER,자신의 구성원을 초대할 수 없습니다.
77,error_msg,TEAM_INVITEE_OFFLINE,오프라인 상태의 대상은 초대가 불가능합니다.
78,error_msg,TEAM_INVITEE_IN_TEAM,다른 그룹에 소속된 대상은 초대가 불가능합니다.
79,error_msg,TEAM_INVITOR_OFFLINE,초대자가 접속중이 아닙니다.
80,error_msg,TEAM_INVITOR_MOVED,초대자가 다른 그룹으로 이동했습니다.
81,error_msg,TEAM_INVITE_REFUSED,초대가 거절되었습니다.
82,error_msg,TEAM_JOIN,참가에 실패하였습니다.
