id,tag_id,item_id
4,1,5314
6,450,16039
7,450,16261
8,450,16262
9,450,15875
11,471,1475
13,471,1249
14,471,1541
15,471,4177
16,472,17771
17,471,4941
18,472,17863
19,472,17906
20,472,17944
21,472,18601
22,471,8158
23,472,18602
24,472,18660
25,471,8159
26,472,18693
27,471,8160
28,472,18947
29,472,19435
30,471,8161
31,472,19457
32,471,8162
33,472,20054
34,472,150
35,471,8163
36,472,151
37,471,14410
38,472,152
39,472,155
40,471,14878
41,472,156
42,471,14879
43,472,157
44,471,15061
45,472,715
46,471,15560
47,472,1115
48,472,1178
49,471,15561
50,472,1197
51,471,15793
52,472,1198
53,471,17644
54,472,1199
55,472,1200
56,471,17995
57,472,5223
58,471,19361
59,472,13709
60,471,19516
61,472,13711
62,472,13817
63,471,19517
64,472,15816
65,471,19604
66,472,15817
67,472,15819
68,471,20023
69,472,15823
70,471,20024
71,472,15976
72,471,20025
73,472,15990
74,472,15992
75,472,15993
76,472,15994
77,472,15995
78,472,16039
79,472,16236
80,472,16261
81,472,16262
82,472,17617
84,472,17626
86,29,23090
87,29,23091
88,29,23092
89,29,23093
90,29,23094
91,29,23095
92,29,23096
93,29,23097
94,29,23098
95,29,23099
96,29,23100
97,29,23101
98,29,23102
99,29,23103
100,29,23104
101,29,23105
102,29,23106
103,29,23107
104,29,23108
105,29,23109
106,29,23110
107,29,23111
108,29,23112
109,29,23113
110,471,23632
111,622,23840
112,622,21331
113,471,20134
114,471,23661
115,471,23662
116,471,23695
117,471,23696
118,622,23614
119,622,23679
120,622,23609
121,622,23681
122,622,23615
123,622,23680
124,622,23683
125,622,23684
126,622,23685
127,622,23682
128,622,23686
129,622,23707
130,622,23709
131,622,23590
132,622,23702
133,622,21847
134,622,23603
135,622,23708
136,622,23701
137,472,21588
138,472,23398
139,472,23618
140,629,14677
141,629,15873
142,629,16385
143,629,16392
144,629,18173
145,629,18174
146,629,18175
147,629,23381
148,629,23382
149,629,23383
150,629,23612
151,629,23613
152,629,24082
153,629,24083
154,629,24093
155,628,501
156,628,1234
157,628,1449
159,628,1546
160,628,4856
161,628,4857
162,628,4858
163,628,4859
164,628,4860
165,628,4861
166,628,4862
167,628,4863
168,628,4864
169,628,4865
170,628,4866
171,628,4867
172,628,4868
173,628,4869
174,628,4870
175,628,4871
176,628,4872
177,628,4873
178,628,4874
179,628,4875
180,628,4876
181,628,4877
182,628,4879
183,628,4880
184,628,4881
185,628,4882
186,628,4883
187,628,4884
188,628,4885
189,628,4886
190,628,4887
191,628,4888
192,628,4889
194,628,4891
196,628,4893
197,628,4894
198,628,4895
199,628,4896
200,628,4897
201,628,4898
202,628,4899
203,628,4900
204,628,4901
205,628,4902
206,628,4903
207,628,4904
208,628,4937
209,628,4938
210,628,5054
211,628,8120
212,628,8122
213,628,8124
214,628,13724
215,628,13725
216,628,13726
217,628,13727
218,628,13728
219,628,13729
220,628,13731
221,628,13925
222,628,14587
223,628,14588
224,628,14814
225,628,14815
226,628,14816
227,628,14817
228,628,14818
229,628,14821
230,628,14822
231,628,14823
232,628,14824
233,628,14825
234,628,14826
235,628,14827
236,628,14828
237,628,14829
238,628,14894
239,628,14895
240,628,14896
241,628,14897
242,628,14898
243,628,14899
244,628,14900
245,628,14901
246,628,14902
247,628,14903
248,628,14904
249,628,14905
250,628,14906
251,628,14907
252,628,14908
253,628,14909
254,628,14910
255,628,14911
256,628,15182
257,628,15646
258,628,15647
259,628,15648
260,628,15649
261,628,15650
262,628,15651
263,628,15652
264,628,15653
265,628,15654
266,628,15655
268,628,15656
269,628,15657
270,628,15658
271,628,15659
272,628,15660
273,628,15661
274,628,15662
275,628,15663
276,628,15664
277,628,15665
278,628,15666
279,628,15667
280,628,15668
281,628,15669
282,628,15670
283,628,15671
284,628,15672
285,628,15673
286,628,15674
287,628,15675
288,628,15676
289,628,15677
290,628,15678
291,628,15679
292,628,15680
293,628,15681
294,628,15682
295,628,15690
296,628,15691
297,628,15692
298,628,15983
299,628,15996
300,628,16023
301,628,16158
302,628,16160
303,628,16185
304,628,16225
305,628,16226
306,628,16229
307,628,16230
308,628,16237
309,628,16264
310,628,16265
311,628,16269
312,628,16270
313,628,16271
314,628,16272
315,628,16275
316,628,16277
317,628,16279
318,628,16281
319,628,16282
320,628,16283
321,628,16285
322,628,16294
323,628,16332
324,628,16333
325,628,16334
326,628,16335
327,628,16336
328,628,16337
329,628,16338
330,628,16339
331,628,16340
332,628,17261
333,628,17619
334,628,17864
335,628,18144
336,628,18159
337,628,18166
338,628,18441
339,628,18494
340,628,18604
341,628,18643
342,628,18674
343,628,18677
344,628,18751
345,628,18752
346,628,18823
347,628,18824
348,628,18825
349,628,18826
350,628,18827
351,628,18828
352,628,18829
353,628,18830
354,628,18831
355,628,18832
356,628,19129
357,628,19463
358,628,19543
359,628,19850
360,628,19939
361,628,19940
362,628,19941
363,628,19942
364,628,19943
365,628,21331
366,628,21847
367,628,23587
368,628,23590
369,628,23603
370,628,23609
371,628,23614
372,628,23615
373,628,23635
374,628,23679
375,628,23680
376,628,23681
377,628,23682
378,628,23683
379,628,23684
380,628,23685
381,628,23686
382,628,23701
383,628,23702
384,628,23707
385,628,23708
386,628,23709
387,628,23718
388,628,23840
389,655,23616
390,655,23617
391,471,24791
392,471,24792
393,471,24794
394,622,24836
395,622,24834
396,622,24181
397,628,24181
398,628,24834
399,622,24835
400,628,24835
401,628,24836
402,655,24795
403,471,24995
404,471,25120
409,622,25253
410,628,25253
411,622,25254
412,628,25254
413,622,25255
414,628,25255
415,622,25256
416,628,25256
417,622,25257
418,628,25257
419,29,25303
420,29,25304
421,29,25305
422,29,25306
423,29,25307
424,29,25308
425,29,25309
426,29,25310
427,471,25217
428,471,25218
429,471,25219
430,471,25222
433,879,128
434,472,25739
435,471,25970
436,628,24408
437,628,25038
438,472,25348
439,471,25027
440,471,25028
441,471,25029
442,471,25030
443,471,25031
444,471,25033
445,471,25034
446,471,25026
447,471,25036
448,471,25037
449,471,25043
450,471,25044
451,471,25045
452,471,25046
453,471,25082
454,471,25084
455,471,25085
456,471,25089
457,471,25090
458,471,25091
459,471,25092
460,471,25040
461,471,25047
462,471,25083
463,471,26052
464,29,26272
465,29,26273
466,29,26274
467,29,26276
468,29,26277
469,29,26278
470,29,26292
471,29,26293
472,29,26294
474,472,26412
475,472,26411
476,904,21230
477,904,21234
478,904,21232
479,904,21242
480,904,21236
481,29,26733
482,29,26735
483,29,26734
484,471,26427
485,904,21238
486,472,26909
487,450,26909
488,471,26910
489,471,26911
490,628,26377
491,628,26378
492,622,26632
493,628,26449
494,628,26632
495,628,26450
496,628,26451
497,622,26633
498,622,26634
499,622,26638
500,628,26633
501,628,26634
502,628,26638
503,628,26452
504,628,26453
505,628,26454
506,628,26455
507,628,26456
508,628,26457
509,628,26458
510,628,26459
511,628,26460
512,628,26461
513,628,26462
514,628,26463
515,628,26464
516,628,26465
517,628,26466
518,628,26467
519,628,26468
520,628,26469
521,628,26470
522,628,26471
523,628,26430
524,628,26431
525,628,26821
526,628,26956
527,471,26629
528,471,26630
529,471,26631
530,471,27150
531,471,27149
532,471,27160
533,471,27264
535,471,26810
536,471,26811
537,471,26812
538,471,26813
539,471,26814
540,471,26815
542,471,26817
543,471,26818
544,471,26819
545,471,26820
546,471,26816
547,471,26807
548,471,26808
549,471,26809
550,471,26833
551,471,26830
552,471,26831
553,471,26805
554,471,26803
555,471,26804
556,471,27882
557,879,27390
558,879,27465
559,471,26740
560,471,26739
561,471,26741
562,471,26742
563,471,27952
564,1158,4177
565,1158,8158
566,1158,8159
567,1158,8160
568,1158,8161
569,1158,8162
570,1158,8163
571,1158,17644
572,1158,24791
573,1158,24792
574,1158,24794
575,1158,26052
576,1158,26427
577,1158,27264
578,1158,27160
579,1158,27952
580,1158,19361
581,1158,19516
582,1158,19517
583,1158,820
584,1158,4941
585,1158,15560
586,1158,15561
587,1158,20023
588,1158,20024
589,1158,20025
590,471,820
591,29,28081
592,1158,15061
593,1158,26629
594,1158,26630
595,1158,26631
596,29,28082
597,29,28083
598,1158,14878
599,29,28080
600,471,821
601,1158,821
602,1158,14879
603,1158,23632
604,1158,23661
605,1158,23662
606,471,28087
607,1158,28087
609,472,27135
610,472,27701
611,472,27702
612,655,15716
613,471,28138
614,1158,28138
615,1195,21137
616,1195,23720
617,1195,27987
618,1195,27988
619,1195,4045
620,1198,26810
621,1198,26811
622,1198,26812
623,1198,26813
624,1198,26814
625,1198,26815
626,1198,26816
627,1198,26817
628,1198,26818
629,1198,26819
630,1198,26820
631,1198,26809
632,1198,26807
633,1198,26808
635,1198,26830
636,1198,26831
639,1198,26739
640,1198,26742
641,1198,26741
642,1198,26740
643,1198,26803
644,1198,26805
645,1198,26804
646,1198,25970
647,1198,25969
648,471,25969
649,1198,26833
650,1158,19604
651,1201,28051
653,472,26874
654,472,28197
655,472,28204
656,1216,17771
657,1216,17863
658,1216,17906
659,1216,17944
660,1216,18602
661,1216,18660
662,1216,18693
663,1216,20054
664,1216,150
665,1216,155
666,1216,156
667,1216,1199
668,1216,5223
669,1216,13711
670,1216,13817
671,1216,15816
672,1216,15817
673,1216,15992
674,1216,15993
675,1216,15994
676,1216,15995
677,1216,16039
678,1216,16236
679,1216,16261
680,1216,16262
681,1216,21588
682,1216,23398
683,1216,23618
684,1216,25739
685,1216,25348
686,1216,26412
687,1216,26411
688,1216,27135
689,1216,27701
690,1216,27702
693,471,28420
694,1158,28420
695,471,28437
696,1158,28437
697,471,28434
698,628,28480
699,1195,26792
700,1195,18390
701,1195,27733
702,1195,27736
703,1195,27990
704,1195,27991
705,1195,15716
706,471,28512
707,471,28555
708,1158,28555
709,1158,28512
710,471,28752
711,1158,28752
712,471,28753
713,1158,28753
714,471,28754
715,1158,28754
716,471,28755
717,1158,28755
718,471,28638
719,1158,28638
720,1259,28821
721,1259,28822
722,1259,28823
723,29,28821
724,29,28822
725,29,28823
726,1259,29017
727,29,29017
728,1259,29018
729,29,29018
730,1259,29025
731,29,29025
732,471,29131
733,1158,29131
734,471,29132
735,1158,29132
736,471,29133
737,1158,29133
738,29,28989
739,29,28990
740,29,28991
741,29,28992
742,628,29239
743,1195,29040
744,1195,29203
745,1195,29204
746,1195,29205
747,1195,29206
748,1195,29207
749,1195,28303
750,1195,28304
751,1195,25798
752,1195,16347
753,1195,16350
754,1195,16353
755,1195,25799
756,1195,16348
757,1195,16351
758,1195,16354
759,1195,25800
760,1195,16349
761,1195,16352
762,1195,16355
763,1195,18388
764,1195,27258
765,1195,27248
766,1195,27251
767,1195,27253
768,1195,27247
769,1195,27250
770,1195,27257
771,1195,27256
772,1195,27252
773,1195,27249
774,1195,27254
775,1195,27255
776,1195,27240
777,1195,27234
778,1195,27232
779,1195,27231
780,1195,27237
781,1195,27236
782,1195,27244
783,1195,27242
784,1195,27233
785,1195,27243
786,1195,27239
787,1195,27238
788,1195,27235
789,1195,27241
790,1195,27246
791,1195,27245
792,1195,27222
793,1195,27229
794,1195,27259
