id,name
4,불꽃송이_1단계
5,불꽃송이_ proj_stage1
6,원소 갑옷
7,얼음화살
8,얼음 칼날 proj
9,대지의 요람
10,부유 방울
11,꺼지지 않는 불씨
12,얼음 파편
14,순간 이동
15,마나 보호막
16,공중 부양
17,곤의 파편
18,곤의 파편 proj
19,거미줄
20,마을 이동
21,제압
23,피말리기
24,신속한 재생
25,악마의 채찍
26,피로의 저주
27,지옥의 창
28,해골 병사 소환
29,공포
30,악마의 속삭임
31,고통의 시간
32,인형의 저주
33,버프 훔치기
34,지능 향상
35,두뇌 충격
36,금속 강화
37,원기 회복
38,정신 붕괴
39,정신력 향상
40,평온
41,마법 무효화
42,어그로 넘기기
43,마법 반사
44,유체 이탈
45,마음의 벽
46,공격
47,레벨업
48,아이템루팅반짝임
49,피말리기_dot
50,꺼지지 않는 불씨_dot
51,지능향상_buff
52,부유 방울 dot
54,마나 보호막 buff
55,메테오_dot
56,거미줄_proj
57,제압 dot
58,지옥의 창 dot
59,공포 dot
60,고통의 시간 dot
61,인형의 저주 dot
62,정신력 향상 buff
63,빔테스트
64,정신 붕괴 dot
65,대지의요람_dot
66,피로의 저주 dot
67,공성무기
68,공성무기_proj
69,스타더스트
70,스타더스트_proj
71,단단한 피부
72,전력질주
73,수영
74,덮치기
75,힘증가
76,자가 치료
77,밟기
78,근육 강화
79,회피태세
80,고통의 기쁨
81,체력증가
82,정신 통일
83,n_방패치기
84,지혈
85,방어구 파괴
86,급소 노리기
87,가시 방패
88,반격
89,전력질주_dot
91,가벼운 갑옷 입기
96,물리피해 흡수
97,도발
98,도발_dot
99,방어태세
100,어금니 깨물기
101,무갑입기
102,비수꽂기
103,공속증가
104,쳐올리기
105,기모으기
106,반달가르기
107,발목베기
108,발목베기_dot
109,독바르기
110,독바르기_dot
111,위협
112,쌍수무기
113,받아치기
114,고통의 기쁨_dot
115,화살_proj
116,화살
117,투명구
118,투명구_dot
119,신속한재생_dot
120,잠재우기_dot
121,거미줄_dot
122,크래프팅 성공
123,크래프팅 실패
124,쳐올리기_buff
125,체력물약
126,마력물약
127,함선무기_proj
128,함선무기
129,물기둥
130,선박 충각충돌
131,선박 갈고리
132,선박침몰
135,신속한 시위_proj
136,매의 발톱
137,매의 발톱_dot
138,독 화살_proj
139,독 화살_dot
140,빛의 화살_proj
141,화살 소나기_proj
142,화살 소나기_dot
143,추적_proj
144,추적_dot
145,연속 쏘기_proj
146,습격
147,가시 올가미_proj
148,가시 올가미_dot
149,내맘대로 폭탄_hit
150,기습
151,관절 노리기_arm
152,관절 노리기_leg
153,관절 노리기_neck
154,화살소나기_hit
155,말소환
157,빛의 화살_hit
158,신속한 시위_hit
159,독화살_hit
160,연속 쏘기_hit
161,발리스타_발사
162,암흑의 일격_dot
163,차원의 화살_proj
164,사자의 빛
165,인장의 빛
166,꺼져가는 생명
167,영혼의 대화
168,부활
169,고음불가
170,회복의 노래
171,진정한 용기
172,보호의 노래
173,몽중방황
174,회복의 노래_buff
175,몽중방황_dot
176,사자후
177,차원의 화살
178,나무정령_throw
179,올가미
181,살리기
182,치료
183,미끼
184,공격2
185,심장 움켜잡기
186,심장 움켜잡기_dot
187,나무정령_hit
188,흑마법_form
189,꺼져가는 생명_dot
191,치료하기_beam_proj
192,올가미_proj
193,펫치료_buff
194,화염구 proj2
195,화염구 proj3
197,반달베기_level1
198,쳐올리기_1단계
199,대지가르기
200,n공속증가
201,회오리베기_1단계
202,폭주
210,정신파괴_1단계
211,정신붕괴_dot
212,대지의속박
213,피로의저주
214,부유방울
215,부유방울_dot
216,공포
217,공포_dot
218,소환
219,new화염구
220,new화염구_proj
221,얼음화살
222,얼음화살_proj
223,마나보호막
224,마나보호막_dot
225,분노의벼락_beam
226,무중력공간
227,무중력공간_dot
228,메테오
229,죽음의속박
230,염동력_dot
231,지옥의창
232,지옥의창_dot
233,복수의값옷
234,광역침묵
235,광역침묵_dot
236,임사체험
237,원혼소환
238,원혼소환_dot
239,독화살_proj
240,독화살_dot
241,떠오르기
242,떠오르기_dot
243,포획
244,충격화살_proj_1단계
245,추적자의본능
246,화살소나기_proj
247,화살소나기_dot
248,n_방패휘두르기
249,방어태세
250,무장해제
251,곰의멧집dot
252,n_도발_dot
253,n_무적_dot
254,기습
255,암습
256,약초치료
257,도약
258,n_지능향상
259,빠름의노래
260,n_회복의노래
261,깃털의노래
262,전투의노래
263,수면의노래
264,치유언데드공격
265,지속치유
266,모두치유_1단계
267,n_부활
268,n_치유지역
269,투명구
270,주문봉쇄
271,순간이동
272,진공폭발_1단계
273,마법해제proj
274,마나생성
275,n_마나장막
276,독화살_hit
277,화살소나기_낙하
278,추적자의본능_dot
279,fireball_dot
280,곰의멧집launch
281,얼음화살_dot
282,충격화살_dot
283,부유방울_hit2
284,복수의갑옷_dot
285,얼음화살_dot2
286,마법해제form
287,메테오_proj
288,귀환
289,부활바인딩
290,제자리부활_buff
291,부활
292,폭주_dot
293,재빠른움직임
294,지능향상dot
295,n_빠름의노래_dot
296,회복의노래dot
297,깃털의노래dot
298,전투의노래dot
299,원혼소환_dot2
300,방어태세_dot
301,노래form
302,치유지역proj
303,대지가르기_dot
304,번개마법_dot2
305,염동력빔
306,마상_돌진
307,마상_대쉬
308,몬스터_치유
309,포탈게이트_유지
310,포탈게이트_시전
311,포탈게이트_적용
312,포탈게이트_사라짐
313,mon_매혹의노래
314,mon_매혹의노래_dot
315,mon_생기흡수_beam
316,mon_생기흡수
317,mon_망치치기
318,mon_맹독공격
319,mon_맹수의도약
320,mon_물총
321,mon_물총_proj
322,mon_벤시의비명
323,mon_벤시의비명_dot
324,mon_원소공격
325,mon_원소공격_proj
326,mon_원혼병사소환
327,mon_작살투척
328,mon_작살투척_proj
329,mon_재생
330,mon_죽음의기운
331,mon_죽음의기운_proj
332,mon_치명적인상처
333,mon_치명적인상처_dot
334,mon_치유
335,mon_피뿌리기
336,mon_할퀴기
337,mon_혼란
338,mon_혼란_dot
339,mon_재생_dot
340,mon_죽음의기운_dot
341,mon_피뿌리기_dot
342,mon_방패치기
343,검공격
344,mon_단검던지기_proj
345,모닥불
346,모닥불_small
347,mon_가시방패
348,mon_가시방패_dot
349,mon_감염
350,mon_감염_dot
351,mon_강열한빛
352,mon_강열한빛_dot
353,mon_공기폭발
354,mon_공기폭발_dot
355,mon_광역장풍
356,mon_도끼던지기_proj
357,mon_독가스살포_dot
358,mon_독거품
359,mon_독안개_dot
360,mon_독가스살포
361,호수소용돌이
362,회오리바람
364,mon_도끼던지기
365,수면의노래_dot
366,치유공간_dot
367,mon_물정령_물기둥
368,mon_물정령_파도
369,돌개바람
370,돌개바람_dot
371,파괴신강림
372,절대방어
373,마술피리
374,마술피리_dot
375,empty
376,두다드루팅
377,mon_할퀴기_dot
378,나무정령포획_proj
379,불자취_dot
380,불자취_hit
381,불바다_dot
382,불바다_dot2
383,불바다_target
384,불바다
385,기모으기_dot
386,기모으기new
387,원거리샷_발사체
388,원거리샷
389,난사
390,마상좌베기
391,마상우베기
392,신화살소나기_proj
393,신화살소나기
394,불의심판_proj
395,불의심판_form
396,심판의창_proj
398,심판의창_dot
399,n_도발
400,심판의창_form
401,까마귀소환_dot
402,n_생명력증가
403,n_생명력증가_dot
404,방패휘두르기_1단계
405,분노의벼락
406,분노의벼락_dot
407,원혼소환_debuff
408,분노의벼락_dot2
409,n_무적
410,n_활력생성
411,n_활력폭발
412,n_빛과어둠
413,n_방어태세_dot
414,밀착방어_1단계
415,n_회복공간_dot
416,n_마법보호_dot
417,n_약초치료_dot
418,n_지능향상_dot1
419,n_지능향상_dot2
420,n_지능향상_dot3
421,n_지능향상_dot4
422,n_지능향상_dot5
423,n_지능향상_dot6
424,얼음벽_dot
425,얼음벽_dot2
426,n_활기찬광시곡_launch
427,n_소드락질_launch
428,n_샘솟는생명력_launch
429,n_샘솟는생명력_dot
430,n_스산한자장가_proj
431,n_스산한자장가_dot
432,n_환상의콧노래
433,충격화살
434,기모으기_dot2
435,n_단검던지기
436,n_단검던지기_proj
437,n_강렬한빛
438,n_강인한육체
439,n_강인한육체_dot
440,바람가르기_launch
441,반격베기_swoosh
442,n_인지능력상실
443,n_인지능력상실_dot
444,n_강렬한빛_dot
445,n_강인한의지_dot
446,n_강인한의지
447,n_명상
448,n_명상_dot01
449,n_명상_dot02
450,n_명상_dot03
451,n_명상_dot04
452,n_명상_dot05
453,n_명상_dot06
454,n_전투불능방어
455,n_전투불능방어_dot
456,n_현인의시
457,n_현인의시_dot01
458,n_현인의시_dot02
459,n_현인의시_dot03
460,n_현인의시_dot04
461,n_현인의시_dot05
462,n_현인의시_dot06
463,n_대지의찬가
464,n_대지의보호_dot
465,n_교화
466,n_교화_dot
467,n_약화_dot
468,n_약화
469,까마귀소환
470,3단치기_1
471,3단치기_2
472,3단치기_3
473,도발
474,도발_dot
475,반격베기
476,각성
477,각성_dot
478,체독폭발
479,활력 칼날_proj_level1
480,마력의칼날
481,벼락구름
482,벼락구름_dot
483,벼락구름_효과
484,n_치유의무곡_dot01
485,n_치유의무곡_dot02
486,n_치유의무곡_dot03
487,n_치유의무곡_dot04
488,n_활기찬광시곡_dot01
489,n_활기찬광시곡_dot02
490,n_활기찬광시곡_dot03
491,미완의주문
492,미완의주문_end
493,n염동력_빔
494,n염동력
495,n염동력_dot
496,폭발하는 간헐천
497,작은 간헐천
498,간헐천 수증기
499,작은간헐천_수증기
500,작은간헐천_작은물줄기
501,작은간헐천_폭발
502,마상뒷발차기
503,n_활력파
504,포획_그물chr
505,메인캐릭터공격
506,악기연주
507,평타악기연주
508,유령텐트ground
509,n_빠름의노래_launch_dot
510,n_회복의노래_launch_dot
511,n_활기찬광시곡_launch_dot
512,n활력충전_dot_hand
515,mon_대지의울림
516,mon_물정령_파도_작은것
517,발리스타_발사체
518,물병던지기
519,얼음벽_body_dot
520,기믹 수류탄 테스트
521,사랑과우정_launch
522,활력미사일_발사체
523,활력미사일
524,피로의저주_launch
525,활력방패
526,활력방패_dot
527,효과흡수
528,칼의화음_proj
529,칼의화음_1단계
530,생명의기운
531,생명의기운_dot
532,매혹의노래
533,생명력흡수_beam
534,생명력흡수_dot
535,생명력흡수
536,불협화음
537,불협화음_dot
538,n_사자후
539,매혹의노래_beam
540,평화의노래
541,평화의노래_효과지역
542,신의가호
543,신의가호_dot
544,성전선포
545,성전선포_dot
546,불협화음_proj_stage1
547,치유의샘_효과지역
548,치유의샘
549,치유의샘_dot
550,치유의외침
551,승자의외침
552,매혹의노래_dot
553,매혹의노래_마비_dot
554,칼의화음_혼란_dot
555,결정타_1단계
556,돌진공격
557,차가운발걸음
558,당기기_beam
559,당기기_dot
560,주문방해
561,주문방해_dot
562,잠재우기
563,불협화음충격
564,연쇄번개
565,연쇄번개_beam
566,폭탄화살_proj
